,id,fullname,tweet_id,url,timestamp,text,replies,retweets,likes,hashtags,tweet_class,user,query,emoji_checked
10,1513,Jerry Travone  🇺🇸,975079659447578624,/JerryTravone/status/975079659447578624,2018-03-17 18:41:21,I liked a @YouTube video http://youtu.be/x1Pqy2Tytgw?a  Why People Stopped Watching The Walking Dead,0,0,0,,-1,JerryTravone,The Walking Dead,1
11,1514,shiloh,975079630322520064,/kccontroI/status/975079630322520064,2018-03-17 18:41:14,parece the walking dead https://twitter.com/cmilaprfect/status/975071233430745088 …,0,0,1,,2,kccontroI,The Walking Dead,1
12,1515,Darth Vader Sarrista,975079531030765568,/Darth_V_C/status/975079531030765568,2018-03-17 18:40:50,assistindo The Walking Dead,0,0,0,,2,Darth_V_C,The Walking Dead,1
13,1516,Ralph Raynier,975079354739937280,/tekiyaome/status/975079354739937280,2018-03-17 18:40:08,The Walking Dead: Season 33 cap 155. Catalufonia harrasing.,0,0,0,,2,tekiyaome,The Walking Dead,1
14,1517,Gax Ellis,975079257884983297,/GaxTZ/status/975079257884983297,2018-03-17 18:39:45,It only took me a year but I’ve finally finished playing @telltalegames The Walking Dead Season 3.,0,0,1,,2,GaxTZ,The Walking Dead,1
15,1519,JC_IN_BC,975079028439711744,/JohnChampionBC/status/975079028439711744,2018-03-17 18:38:51,"""Young people were walking away from the party... Now, it's a dead sprint"" https://twitter.com/DearAuntCrabby/status/975067868680343552 …",0,0,0,,2,JohnChampionBC,The Walking Dead,1
16,1520,K,975079026581757958,/LongLiveK_/status/975079026581757958,2018-03-17 18:38:50,"The Walking Dead gotta be the dumbest show ever, nigga it’s a zombie apocalypse and the zombies not even a real threat half the time",0,0,0,,-1,LongLiveK_,The Walking Dead,1
17,1521,Yousuf Makaveli Ali,975078898659676160,/yousuf1994/status/975078898659676160,2018-03-17 18:38:20,@TheWalkingDead @FOXTV make the walking dead decent again ffs! this is so boring now all these bullshit flashback. more blood and guts and more fucking zombies! jheezzzz!! #TWD,0,0,0,#TWD,1,yousuf1994,The Walking Dead,1
18,1522,Taylor Hollis,975078867806203904,/TayGeorgeHollis/status/975078867806203904,2018-03-17 18:38:12,"#NowWatching The Walking Dead S6. Ep. 15
#TWD",0,0,0,#NowWatching #TWD,0,TayGeorgeHollis,The Walking Dead,1
19,1523,Kevin Nguyen,975078823229378560,/knguyen/status/975078823229378560,2018-03-17 18:38:02,i think maybe the walking dead season 1?,0,0,0,,2,knguyen,The Walking Dead,1
20,1524,john stephenson,975078820100403200,/argentumandcoin/status/975078820100403200,2018-03-17 18:38:01,I suppose even the walking brain dead need a reason to go on.....,0,0,0,,2,argentumandcoin,The Walking Dead,1
21,1525,Jay4food,975078751724810241,/JayLeverette/status/975078751724810241,2018-03-17 18:37:45,Dead man walking! The mudbugs are spot on today! #crawfish #jay4food tbeauxscrawfish  #eat… https://www.instagram.com/p/Bgb0VLOHtG2/ ,0,0,0,#crawfish #jay4food #eat…,2,JayLeverette,The Walking Dead,1
22,1526,LTG Spoken Word,975078646812733440,/Lanethegreatest/status/975078646812733440,2018-03-17 18:37:20,watching The Walking Dead Season 8 Series,0,0,0,,0,Lanethegreatest,The Walking Dead,1
23,1528,igor,975078368776421377,/Weaboogeeza/status/975078368776421377,2018-03-17 18:36:13,The walking dead is pretty gord,1,0,1,,1,Weaboogeeza,The Walking Dead,1
24,1529,Walking Dead Fan,975078359104479236,/WalkingDead_ler/status/975078359104479236,2018-03-17 18:36:11,[Comic Spoilers] I just realized that the only background Alexandrian’s still alive are the ones that should be dead by this point via /r/thewalkingdead http://ift.tt/2HJNSxx  #TWD #WalkingDead,0,0,0,#TWD #WalkingDead,2,WalkingDead_ler,The Walking Dead,1
25,1531,Lira Simon,975078260978544640,/LiraSimon69/status/975078260978544640,2018-03-17 18:35:48,"The Walking Dead Season 8 Episode 12 Online Watch Free [AMC Original Network] on 18 March 2018!
https://alltoptv360.blogspot.com/2018/03/the-walking-dead-season-8-episode-12-online-watch-free-abcnetwork-2018.html …",0,0,0,,2,LiraSimon69,The Walking Dead,1
26,1532,radiant supreme intellectual tired dancing queen,975077943490891777,/sadglitterzzz/status/975077943490891777,2018-03-17 18:34:32,at least better than the walking dead aka 7 episodes just for them to talk across a forest or finish a conversation pic.twitter.com/XP7kMEbOj0,1,0,0,,-1,sadglitterzzz,The Walking Dead,1
27,1535,Bay-Bay,975077733087657984,/BayBay_Artis/status/975077733087657984,2018-03-17 18:33:42,ay it was so sad what happened here  how it is the walking dead and all but yeah the entire population that I stole was born somewhere else,0,0,0,,0,BayBay_Artis,The Walking Dead,1
28,1536,Rwits,975077695393554432,/Rwits1/status/975077695393554432,2018-03-17 18:33:33,"Telltale games are cool, should try The Walking Dead,The Wolf Among Us,Tales from the Borderlands or Life is Strange. All great games!",0,0,0,,2,Rwits1,The Walking Dead,1
29,1537,Book Your Reading,975077659855093760,/reading_your/status/975077659855093760,2018-03-17 18:33:24,"list book online new all book free | the walking dead, vol.19 (2016)
http://goo.gl/ztEpoR ",0,0,0,,2,reading_your,The Walking Dead,1
30,1538,Nicole Underwood,975077328756895744,/Wifemom05Nicole/status/975077328756895744,2018-03-17 18:32:05,$60 is a lot to pay on a fixed income with 5 kids. How did you come up with the price? I really want to sign up but geez lower the price or something,0,0,0,,2,Wifemom05Nicole,The Walking Dead,1
31,1539,Martin Ludwig,975077265045360641,/ww2custombrick/status/975077265045360641,2018-03-17 18:31:50,I am not making Rick Grimes mistake when meeting Negan in the LEGO Walking Dead version ..... https://fb.me/CKTJa5eZ ,0,0,0,,0,ww2custombrick,The Walking Dead,1
32,1540,Martin Ludwig,975077254718992385,/ww2custombrick/status/975077254718992385,2018-03-17 18:31:48,I am not making Rick Grimes mistake when meeting Negan in the LEGO Walking Dead version ..... https://www.topbuzz.com/@ww2custombrickmodels/i-am-not-making-rick-grimes-mistake-when-meeting-negan-in-the-lego-walking-dead-version--CQLANRpGrVo …,0,0,0,,2,ww2custombrick,The Walking Dead,1
33,1541,Dramatical Dawg,975077228563197952,/Almightydame_/status/975077228563197952,2018-03-17 18:31:42,I liked a @YouTube video http://youtu.be/CzP5Jc_042w?a  The Walking Dead - The journey so far (VOSTFR),0,0,0,,1,Almightydame_,The Walking Dead,1
34,1542,Emily Combes,975077183680122880,/combes_emily/status/975077183680122880,2018-03-17 18:31:31,@AMCTalkingDead why does it never rain in the walking dead?,0,0,0,,0,combes_emily,The Walking Dead,1
35,1543,𝑨𝒆𝒓𝒚𝒏,975077095717076992,/DauntlessTwin/status/975077095717076992,2018-03-17 18:31:10,"|•| Yeah, it’s very disappointing. That’s why I’m doing The Walking Dead Crossovers. Because there is literally no one around to RP with. I mean there are some OC’s but besides your accounts I haven’t seen any other cannon characters.",1,0,0,,0,DauntlessTwin,The Walking Dead,1
36,1544,jamiehitch,975077028125925376,/jboyhitch/status/975077028125925376,2018-03-17 18:30:54,I’m sorry but this show is a shell of The Walking Dead in terms of how enjoyable it is. That’s my personal opinion and that’s all.,0,0,0,,-1,jboyhitch,The Walking Dead,1
37,1545,Adam Downs,975076847556939784,/AdamDow65078799/status/975076847556939784,2018-03-17 18:30:11,Going to get a case of The Walking Dead season 4 trading cards can't wait,0,0,0,,1,AdamDow65078799,The Walking Dead,1
38,1546,Blondie,975076712399618048,/omgeeitschels/status/975076712399618048,2018-03-17 18:29:38,//finally catching up on The Walking Dead and I’m ready to sob,0,0,0,,1,omgeeitschels,The Walking Dead,1
39,1548,Téa,975076627666341888,/GreeneTea42/status/975076627666341888,2018-03-17 18:29:18,That's really beautiful.,0,0,0,,2,GreeneTea42,The Walking Dead,1
40,1549,Dr. Henry Jekyll,975076538440978439,/AmicabIeSavage/status/975076538440978439,2018-03-17 18:28:57,"|| I'm an avid comic book reader, so I may read the Walking Dead comics first, as I've heard good things about them. I also wouldn't want to watch the show first, and spoil the books.||",1,0,0,,0,AmicabIeSavage,The Walking Dead,1
41,1551,Debbie-Walking Dead,975076278985510916,/_WalkingDead_/status/975076278985510916,2018-03-17 18:27:55,Fear the Walking Dead: Nick and Ofelia have it out in deleted scene http://thericktatorship.com/fear-the-walking-dead-nick-and-ofelia-have-it-out-in-deleted-scene/ …,0,0,1,,0,_WalkingDead_,The Walking Dead,1
42,1552,Appman,975076095543463941,/app4share/status/975076095543463941,2018-03-17 18:27:11,The walking zombie: Dead city MOD APK v2.35 (Unlimited Money) - https://app4share.com/the-walking-zombie-dead-city-mod-apk-v2-35-unlimited-money/ …,0,0,0,,2,app4share,The Walking Dead,1
43,1553,gray,975076027042066433,/headassriggs/status/975076027042066433,2018-03-17 18:26:55,Favorite walking dead episode? — the ones where carl is alive https://curiouscat.me/chandIerriggs/post/358545793?1521311219 …,0,0,1,,0,headassriggs,The Walking Dead,1
44,1554,Jake,975075814789255168,/jakecromwell1/status/975075814789255168,2018-03-17 18:26:04,So just type that then it will show up after i tweet it,0,0,0,,2,jakecromwell1,The Walking Dead,1
45,1555,"love, nialy.",975075794010673154,/nialyy/status/975075794010673154,2018-03-17 18:25:59,Parece the walking dead jwjqu https://twitter.com/cmilaprfect/status/975071233430745088 …,0,0,0,,2,nialyy,The Walking Dead,1
46,1556,Ｌａｔｉｆａ✧₊⁎ AU,975075754202480641,/ko_latifashr/status/975075754202480641,2018-03-17 18:25:50,"~le han dado ganas de cantar, así que…~

Tonight I'm yours!
I'm your dead girl walking
Get on all fours
Kiss this dead girl walking
Let's go, you know the drill
I'm hot, and pissed and on the pill
Bow down to the will of a dead girl walking",0,0,0,,2,ko_latifashr,The Walking Dead,1
47,1557,Debbie-Walking Dead,975075742823444480,/_WalkingDead_/status/975075742823444480,2018-03-17 18:25:47,Fear the Walking Dead: ‘After the Fall’ Season 4 Teaser http://www.youtube.com/watch?v=IMNiJ8mO5vw&feature=em-uploademail …http://thericktatorship.com/fear-the-walking-dead-after-the-fall-season-4-teaser/ …,0,0,0,,2,_WalkingDead_,The Walking Dead,1
48,1558,Jake,975075608031125506,/jakecromwell1/status/975075608031125506,2018-03-17 18:25:15,Thank u,0,0,0,,2,jakecromwell1,The Walking Dead,1
49,1559,Stoned Wino,975075575558803456,/StonedWino/status/975075575558803456,2018-03-17 18:25:07,"Trump #wannabe #TinPotDictator has drastically accelerated the demise of the GOP, with their own aiding & abetting. The Republican party is dead man walking... #treason",0,0,0,#wannabe #TinPotDictator #treason,2,StonedWino,The Walking Dead,1
50,1560,Chris Swifty,975075560203411457,/SoNutz86/status/975075560203411457,2018-03-17 18:25:04,The reveal is that Carl faked his death to become a Pro at PUBG https://youtu.be/uK8ezSxDiOg ,0,0,0,,0,SoNutz86,The Walking Dead,1
51,1561,Greg Kirkpatrick,975075543346503682,/kirkpatrick1004/status/975075543346503682,2018-03-17 18:25:00,"Larger compensation for creating successful characters for the big two would have a lot of those top talent guys sticking around and not fleeing to image.  Walking Dead is an anamoly regarding high sales from a non big two book, image of the exact same stories had a Marvel logo.",1,0,0,,2,kirkpatrick1004,The Walking Dead,1
52,1562,MinatoBoladao,975075359958773761,/lucastizon12/status/975075359958773761,2018-03-17 18:24:16,Gostei de um vídeo @YouTube http://youtu.be/Pm_15bBVVxk?aYouTubers … react to Mariana's death | The Walking Dead: The New Frontier (Season,0,0,0,,2,lucastizon12,The Walking Dead,1
53,1563,Kevin,975075327776092160,/TheTWDUniverse/status/975075327776092160,2018-03-17 18:24:08,The Walking Dead Season 8 Finale to be Shown in Theaters! Survival Sunday! https://youtu.be/fj7Bq1-Syh8  via @YouTube,0,0,0,,2,TheTWDUniverse,The Walking Dead,1
54,1564,Diana Lloyd,975075260210008064,/DianaLloydBooks/status/975075260210008064,2018-03-17 18:23:52,"Series I once loved but had to bail on:
Lost
Once Upon a Time
Under the Dome
Fringe
Grimm

Pending...this season of Walking Dead https://twitter.com/bimadew/status/974771138462212096 …",0,0,0,,-1,DianaLloydBooks,The Walking Dead,1
55,1565,anna jullia,975075238164795393,/beaisqueen/status/975075238164795393,2018-03-17 18:23:47,the walking dead ta perdendo os camilizers  pic.twitter.com/2ZznTjF2dR,0,1,3,,2,beaisqueen,The Walking Dead,1
56,1566,Guilherme,975075216769667073,/GuuilhermeC1/status/975075216769667073,2018-03-17 18:23:42,I've just watched episode S03E11 of The Walking Dead! #TWD #tvtime https://tvtime.com/r/lySb pic.twitter.com/DLwWHZH3C0,0,0,0,#TWD #tvtime,0,GuuilhermeC1,The Walking Dead,1
57,1567,nicole rhee,975075064734470144,/debnamgrimes/status/975075064734470144,2018-03-17 18:23:06,@TheWalkingDead hey wanna fight since u guys are negan apologists https://twitter.com/debnamgrimes/status/975044224902139905 …,0,0,2,,-1,debnamgrimes,The Walking Dead,1
58,1568,Maria,975075041330200577,/mraya123/status/975075041330200577,2018-03-17 18:23:00,Check out NWT The Walking Dead Zombie Skull Long Sleeve Shirt Size XL #AMC #GraphicTee http://www.ebay.com/itm/-/183132562725?roken=cUgayN&soutkn=KldpI3 … via @eBay,0,0,0,#AMC #GraphicTee,2,mraya123,The Walking Dead,1
59,1569,etdp,975075021952401408,/etdragonpunch/status/975075021952401408,2018-03-17 18:22:55,The Walking Dead airs after lights off at the home he's in,0,0,0,,0,etdragonpunch,The Walking Dead,1
60,1570,William,975074814116450305,/williammendonca/status/975074814116450305,2018-03-17 18:22:06,Acabei de assistir: S08E07 of The Walking Dead! #TWD #tvtime https://tvtime.com/r/lyRd pic.twitter.com/HAAG3mLk8f,0,0,0,#TWD #tvtime,0,williammendonca,The Walking Dead,1
61,1571,Johnny Fontane,975074651050332160,/JohnnyFontane1/status/975074651050332160,2018-03-17 18:21:27,But the guy from Walking Dead is in it so it must be cool.,0,0,0,,1,JohnnyFontane1,The Walking Dead,1
62,1572,WhoopsBox,975074591994466304,/WhoopsBox/status/975074591994466304,2018-03-17 18:21:13,AMC Announces Survival Sunday: The Walking Dead & Fear the Walking Dead Fan Event #walkingedeadhttp://crwd.fr/2pjC663 ,0,0,0,#walkingedeadhttp://crwd.fr/2pjC663,1,WhoopsBox,The Walking Dead,1
63,1573,QQ Bokep,975074566551715840,/larasati116/status/975074566551715840,2018-03-17 18:21:07,The Walking Dead : No Man's Land apk + obb http://22.lihat.stream/QLPkpT pic.twitter.com/WlPI5Pdof9,0,0,0,,2,larasati116,The Walking Dead,1
64,1574,Bokep QQ,975074566308376576,/mala710/status/975074566308376576,2018-03-17 18:21:07,The Walking Dead : No Man's Land apk + obb http://23.lihat.stream/QLPkpl pic.twitter.com/0Fypkoqgxi,0,0,0,,2,mala710,The Walking Dead,1
65,1575,Eric Adams-Sellier,975074455377645568,/TheEricAdams/status/975074455377645568,2018-03-17 18:20:40,I've just watched episode S08E10 of The Walking Dead! #tvtime https://tvtime.com/r/lyQt pic.twitter.com/2HZTaBGrX9,0,0,0,#tvtime,0,TheEricAdams,The Walking Dead,1
66,1576,agatka,975074295973076994,/shirtlessbrxxks/status/975074295973076994,2018-03-17 18:20:02,I've just watched episode S08E11 of The Walking Dead! #TWD #tvtimehttps://tvtime.com/r/lyQd ,0,0,0,#TWD #tvtimehttps://tvtime.com/r/lyQd,0,shirtlessbrxxks,The Walking Dead,1
67,1578,KushHangover,975074181275529216,/KushHangoverMD/status/975074181275529216,2018-03-17 18:19:35,Comey seems to have forgotten that the Marines have eyes on him right now...he literally is a dead man walking,0,0,0,,2,KushHangoverMD,The Walking Dead,1
68,1579,Dale TG,975074071292596225,/Dale_TG04/status/975074071292596225,2018-03-17 18:19:09,"I was dissapointed with everyone's reaction, they barely even spent time on it",0,0,0,,-1,Dale_TG04,The Walking Dead,1
69,1580,Janice Oeffner,975074066578190336,/JOeffner/status/975074066578190336,2018-03-17 18:19:08,"@TheWalkingDead In celebration of St. Patrick’s Day, I watched Norman Reedus in The Boondock Saints. One of my favorite shows!",0,0,0,,1,JOeffner,The Walking Dead,1
70,1581,Pauline Andrès,975073804220272640,/DarkestDarlin/status/975073804220272640,2018-03-17 18:18:05,I like Southern thangs best. Including the Walking Dead.,0,0,0,,1,DarkestDarlin,The Walking Dead,1
71,1582,Shuri 💋,975073758179454977,/GoddessBianca/status/975073758179454977,2018-03-17 18:17:54,When is the walking dead gonna end,0,0,0,,-1,GoddessBianca,The Walking Dead,1
72,1583,Libardo Casas,975073734213193728,/TheRealLibardo/status/975073734213193728,2018-03-17 18:17:48,"I cannot stand that receding hairline, but his lack of loyalty is within the rules of the zombie world.",0,0,0,,0,TheRealLibardo,The Walking Dead,1
73,1584,Chad Schimke,975073609810096129,/ChadSchimke/status/975073609810096129,2018-03-17 18:17:19,#amblogging #TWD The Walking Dead 11-15 circa 2003 http://chadschimke.blogspot.com/2015/12/the-walking-dead-11-15-circa-2003.html?spref=tw …,0,0,0,#amblogging #TWD,2,ChadSchimke,The Walking Dead,1
74,1585,Paul Tassi,975073396508766208,/PaulTassi/status/975073396508766208,2018-03-17 18:16:28,"*writes one thing about The 100*

*my entire timeline is this*

not that I disagree, Clarke and Lexa rocked, though now @DebnamCarey is killing it on Fear the Walking Dead https://twitter.com/Tell_Darzul/status/975066332109656065 …",3,0,3,,2,PaulTassi,The Walking Dead,1
75,1587,A.A,975073141780344832,/crankysolicitor/status/975073141780344832,2018-03-17 18:15:27,Agents of Shield for Aos and The walking dead for twd https://twitter.com/crankysolicitor/status/975073020409798656 …,0,0,0,,2,crankysolicitor,The Walking Dead,1
76,1588,cool shirts,975073010016309248,/cooltshirtmaker/status/975073010016309248,2018-03-17 18:14:56,the hunger games  x  the walking dead ... with the autobot logo,0,0,0,,2,cooltshirtmaker,The Walking Dead,1
77,1589,Liam Hawkes,975072936028712960,/LiamHawkes798/status/975072936028712960,2018-03-17 18:14:38,"Telltale's The Walking Dead games are incredibly good at hitting the feels right where it hurts. 3 Seasons plus a 4th coming soon, with the Michonne spin off and 400 days DLC too 1/2",1,0,0,,2,LiamHawkes798,The Walking Dead,1
78,1591,Willing Heart Images,975072844479651840,/WHimages/status/975072844479651840,2018-03-17 18:14:16,"A cult leader gets their power from their followers
Although trump is a dead-man-walking...
His followers will never turn their back's on him
What's scary to me is...they have most of the guns...",0,0,1,,2,WHimages,The Walking Dead,1
79,1592,Martina,975072841296211971,/MarthaSFossarel/status/975072841296211971,2018-03-17 18:14:15,'The Walking Dead' !!,0,0,0,,2,MarthaSFossarel,The Walking Dead,1
80,1593,PyPKjE,975072769284169729,/pypkje/status/975072769284169729,2018-03-17 18:13:58,‘The Walking Dead’ Launching Location-Based AR Game http://virtualrealitygrid.org/the-walking-dead-launching-location-based-ar-game/ …pic.twitter.com/n4ag67AW51,0,0,0,,2,pypkje,The Walking Dead,1
81,1594,Unicorns 4 Everyone,975072499036717057,/Carib_Dawn/status/975072499036717057,2018-03-17 18:12:54,"@WalkingDead_AMC Catching up with missed episodes. Carl just gave his Dad’s hat to Judith. For the record, I am NOT sobbing on the sofa. Allergies, I tell you. Allergies. Damn you Georgia in the spring! @chandlerriggs #honor #TheWalkingDead",0,0,0,#honor #TheWalkingDead,2,Carib_Dawn,The Walking Dead,1
82,1595,SAR,975072428601651200,/suItrys/status/975072428601651200,2018-03-17 18:12:37,i should be working out but i’ll just continue the walking dead season 2 cause i’m a lazy prick,0,0,0,,1,suItrys,The Walking Dead,1
83,1596,GIS GEEK,975072379469750274,/gisgeek2018/status/975072379469750274,2018-03-17 18:12:25,This is so life like...i thgt this was a picture when I saw it,0,0,0,,1,gisgeek2018,The Walking Dead,1
84,1597,Ki,975072221323513857,/keiaramariee/status/975072221323513857,2018-03-17 18:11:48,I started binge watching the walking dead from season 1 in like January & I loved it up until the nigga Negan got introduced then I got bored with it,0,0,0,,-1,keiaramariee,The Walking Dead,1
85,1598,JOHN ROMA,975072043451416577,/Bionicjr99/status/975072043451416577,2018-03-17 18:11:05,"The Walking Dead Construction Set - Prison Tower & Gate, bigbadtoystore - DealsPlus - https://goo.gl/5riLcv  via @DealsPlus",0,0,0,,2,Bionicjr99,The Walking Dead,1
86,1599,COM1CBOOKS,975071956058984449,/COM1CBOOKS/status/975071956058984449,2018-03-17 18:10:44,WALKING DEAD #62 63 64 65 66 FEAR THE HUNTERS SET KIRKMAN AMC HIGH GRADE on eBay: https://goo.gl/Lx4ieV  #comicbooks #thewalkingdeadpic.twitter.com/TErghpeHES,0,0,1,#62 #comicbooks #thewalkingdeadpic.twitter.com/TErghpeHES,2,COM1CBOOKS,The Walking Dead,1
87,1600,Killer,975071863423557634,/Marianaphft_/status/975071863423557634,2018-03-17 18:10:22,you fear the walking dead because you are already a dead soul,0,0,0,,2,Marianaphft_,The Walking Dead,1
88,1601,RelaxedMrBaker  🔜 🔝,975071774684655616,/relaxedbaker/status/975071774684655616,2018-03-17 18:10:01,Back to watching the walking dead. Lets get s3 finished either tonight or tomorrow,0,0,0,,0,relaxedbaker,The Walking Dead,1
89,1602,fabi,975071590206582784,/zarmiIa/status/975071590206582784,2018-03-17 18:09:17,the walking dead https://twitter.com/thotmija/status/975070732446326788 …,0,0,0,,2,zarmiIa,The Walking Dead,1
90,1604,Dangrdafne,975071541166669824,/Dangrdafne/status/975071541166669824,2018-03-17 18:09:06,"We So Nerdy:  PREVIEW: ‘The Walking Dead’ Season Eight, Episode Twelve “The Key” http://dlvr.it/QLPgth pic.twitter.com/xwVKCdt6Ah",0,0,0,,2,Dangrdafne,The Walking Dead,1
91,1605,Krista Vaughan,975071218096377857,/kvaughan737/status/975071218096377857,2018-03-17 18:07:48,"It’s pretty good. I prefer it to walking dead. It’s by the same studio who makes the Sharknado movies, so it kind of follows that pattern to start with but it actually has a theme and story arcs flowing through it that really come into play by 2-3 seasons. Plus, it makes jokes pic.twitter.com/vmFwAFFUKz",1,0,1,,1,kvaughan737,The Walking Dead,1
92,1606,IHRSA,975071186966208512,/IHRSA/status/975071186966208512,2018-03-17 18:07:41,Don't let your members trudge along on a treadmill like extras on “The Walking Dead.” http://bit.ly/2FDamzq ,0,0,0,,0,IHRSA,The Walking Dead,1
93,1608,Alotta Pajs,975070953561567232,/AlottaPajs/status/975070953561567232,2018-03-17 18:06:45,"Check out the Walking dead collection on our website, https://alottapajs.com/collections/walking-dead-collection … please click share",0,0,0,,2,AlottaPajs,The Walking Dead,1
94,1609,Cheri Harrison,975070910477582336,/willy0988/status/975070910477582336,2018-03-17 18:06:35,The Walking Dead/Fear the Walking Dead http://www.fathomevents.com/events/survival-sunday?utm_source=google&utm_medium=cpc&utm_campaign=the+walking+dead&utm_term=87am&utm_content=textad&gclid=EAIaIQobChMIvcHEjfnz2QIV2JJ-Ch0BYA5jEAAYASAAEgK64fD_BwE … #fathomevents via @fathomeventss,0,0,0,#fathomevents,0,willy0988,The Walking Dead,1
95,1610,Belieberland,975070907705147392,/jbelieberupdate/status/975070907705147392,2018-03-17 18:06:34,I liked a @YouTube video http://youtu.be/RHQlf9Gu-M4?a  WELL THAT WAS EASY | The Escapists: The Walking Dead #2,0,0,0,#2,2,jbelieberupdate,The Walking Dead,1
96,1611,Toni Batista,975070793746010112,/antbatista/status/975070793746010112,2018-03-17 18:06:07,Marquei como visto The Walking Dead - 8x11 - Dead or Alive Or http://bit.ly/2Ij2bde  #bancodeseries,0,0,0,#bancodeseries,2,antbatista,The Walking Dead,1
97,1612,Carol,975070754290073600,/aka_tahto/status/975070754290073600,2018-03-17 18:05:58,"The Walking Dead every Sunday night.  
#OddPrenupDemands",0,0,0,#OddPrenupDemands,1,aka_tahto,The Walking Dead,1
98,1613,A ⚡h,975070749307305984,/aisghair/status/975070749307305984,2018-03-17 18:05:57,"Work was dead all day then I stepped out into what looked like a drunker, greener version of the Walking Dead, and the Love Both van drove past. My Paddy's day is off to a great start",1,0,6,,2,aisghair,The Walking Dead,1
99,1614,Alester666,975070673834991616,/Jxsxux0Gxaxgxw/status/975070673834991616,2018-03-17 18:05:39,I liked a @YouTube video http://youtu.be/5ldGKNYlucs?a  STARVED FOR HELP! |The Walking Dead: Season 1 | #3,0,0,0,#3,2,Jxsxux0Gxaxgxw,The Walking Dead,1
100,1615,ؘ,975070669158473728,/selsmilart/status/975070669158473728,2018-03-17 18:05:38,"the walking dead;
october 31, 2010. pic.twitter.com/3vLFEzpsUa",0,0,0,,2,selsmilart,The Walking Dead,1
101,1616,tσхíc ☣fєllα,975070643065561088,/Le4ded/status/975070643065561088,2018-03-17 18:05:31,I liked a @YouTube video http://youtu.be/DsqGRMJRvus?a  Fear The Walking Dead S4 trailer - reaction and afterthoughts!,0,0,0,,1,Le4ded,The Walking Dead,1
102,1617,Jennifer Haythes,975070401377292289,/jenniferhaythes/status/975070401377292289,2018-03-17 18:04:34,Fat people in theme parks are the real walking dead,0,0,0,,-1,jenniferhaythes,The Walking Dead,1
103,1618,Angel Guzman,975070344875671552,/angelguzman0925/status/975070344875671552,2018-03-17 18:04:20,I saw this too fast and thought it said Trevor was taking over the Instagram account lol,0,0,0,,2,angelguzman0925,The Walking Dead,1
104,1619,Sam Thompson,975070293239713792,/JarrieSam/status/975070293239713792,2018-03-17 18:04:08,It’ll be like the Night of the Walking Dead,0,0,0,,2,JarrieSam,The Walking Dead,1
