,id,fullname,tweet_id,url,timestamp,replies,retweets,likes,hashtags,tweet_class,user,query,text
14,1515,Darth Vader Sarrista,975079531030765568,/Darth_V_C/status/975079531030765568,2018-03-17 18:40:50,0,0,0,,2,Darth_V_C,The Walking Dead,assistindo The Walking Dead
15,1516,Ralph Raynier,975079354739937280,/tekiyaome/status/975079354739937280,2018-03-17 18:40:08,0,0,0,,2,tekiyaome,The Walking Dead,The Walking Dead: Season 33 cap 155. Catalufonia harrasing.
16,1517,Gax Ellis,975079257884983297,/GaxTZ/status/975079257884983297,2018-03-17 18:39:45,0,0,1,,2,GaxTZ,The Walking Dead,It only took me a year but I’ve finally finished playing @telltalegames The Walking Dead Season 3.
17,1518,Urban Decay Podcast,975079123868557312,/UrbanDecayRPG/status/975079123868557312,2018-03-17 18:39:13,0,0,1,#np #SoundCloud #storytelling #storytime #rpg #roleplaying #palladium #deadreign #zombies #Zombie #WalkingDead #undead #ZombieApocalypse #horror #zombiepodcasthttps://soundcloud.com/urbandecaypodcast/22-urban-decay-podcast-lost,2,UrbanDecayRPG,The Walking Dead,"Saturday is the best day 

22 - Urban Decay Podcast - Lost

#np #SoundCloud #storytelling
#storytime #rpg #roleplaying #palladium #deadreign #zombies #Zombie #WalkingDead #undead #ZombieApocalypse #horror #zombiepodcasthttps://soundcloud.com/urbandecaypodcast/22-urban-decay-podcast-lost …"
18,1519,JC_IN_BC,975079028439711744,/JohnChampionBC/status/975079028439711744,2018-03-17 18:38:51,0,0,0,,2,JohnChampionBC,The Walking Dead,"""Young people were walking away from the party... Now, it's a dead sprint"" https://twitter.com/DearAuntCrabby/status/975067868680343552 …"
19,1520,K,975079026581757958,/LongLiveK_/status/975079026581757958,2018-03-17 18:38:50,0,0,0,,-1,LongLiveK_,The Walking Dead,"The Walking Dead gotta be the dumbest show ever, nigga it’s a zombie apocalypse and the zombies not even a real threat half the time"
20,1521,Yousuf Makaveli Ali,975078898659676160,/yousuf1994/status/975078898659676160,2018-03-17 18:38:20,0,0,0,#TWD,1,yousuf1994,The Walking Dead,@TheWalkingDead @FOXTV make the walking dead decent again ffs! this is so boring now all these bullshit flashback. more blood and guts and more fucking zombies! jheezzzz!! #TWD
21,1522,Taylor Hollis,975078867806203904,/TayGeorgeHollis/status/975078867806203904,2018-03-17 18:38:12,0,0,0,#NowWatching #TWD,0,TayGeorgeHollis,The Walking Dead,"#NowWatching The Walking Dead S6. Ep. 15
#TWD"
22,1523,Kevin Nguyen,975078823229378560,/knguyen/status/975078823229378560,2018-03-17 18:38:02,0,0,0,,2,knguyen,The Walking Dead,i think maybe the walking dead season 1?
23,1524,john stephenson,975078820100403200,/argentumandcoin/status/975078820100403200,2018-03-17 18:38:01,0,0,0,,2,argentumandcoin,The Walking Dead,I suppose even the walking brain dead need a reason to go on.....
24,1525,Jay4food,975078751724810241,/JayLeverette/status/975078751724810241,2018-03-17 18:37:45,0,0,0,#crawfish #jay4food #eat…,2,JayLeverette,The Walking Dead,Dead man walking! The mudbugs are spot on today! #crawfish #jay4food tbeauxscrawfish  #eat… https://www.instagram.com/p/Bgb0VLOHtG2/ 
25,1526,LTG Spoken Word,975078646812733440,/Lanethegreatest/status/975078646812733440,2018-03-17 18:37:20,0,0,0,,0,Lanethegreatest,The Walking Dead,watching The Walking Dead Season 8 Series
26,1527,Jeanna Simmons,975078443569336327,/JeannaSimmons/status/975078443569336327,2018-03-17 18:36:31,0,0,0,,2,JeannaSimmons,The Walking Dead,No problem! Good luck 
27,1528,igor,975078368776421377,/Weaboogeeza/status/975078368776421377,2018-03-17 18:36:13,1,0,1,,1,Weaboogeeza,The Walking Dead,The walking dead is pretty gord
28,1529,Walking Dead Fan,975078359104479236,/WalkingDead_ler/status/975078359104479236,2018-03-17 18:36:11,0,0,0,#TWD #WalkingDead,2,WalkingDead_ler,The Walking Dead,[Comic Spoilers] I just realized that the only background Alexandrian’s still alive are the ones that should be dead by this point via /r/thewalkingdead http://ift.tt/2HJNSxx  #TWD #WalkingDead
29,1530,Sturdy TV RB 🔥|  🚨#CopTheMerch 🚨,975078295694905344,/Sturdytv1/status/975078295694905344,2018-03-17 18:35:56,0,0,0,,2,Sturdytv1,The Walking Dead,"NewGame InThe Making
-----------------------------------------------
Check out Zombie Apocalypse Roleplay on Roblox https://www.roblox.com/games/1519351277/view?rbxp=460223684 …
RP: simulation game. Run from the walking dead, hide in a home and survive. Don't get bitten, create a family and outrun the dead"
30,1531,Lira Simon,975078260978544640,/LiraSimon69/status/975078260978544640,2018-03-17 18:35:48,0,0,0,,2,LiraSimon69,The Walking Dead,"The Walking Dead Season 8 Episode 12 Online Watch Free [AMC Original Network] on 18 March 2018!
https://alltoptv360.blogspot.com/2018/03/the-walking-dead-season-8-episode-12-online-watch-free-abcnetwork-2018.html …"
31,1532,radiant supreme intellectual tired dancing queen,975077943490891777,/sadglitterzzz/status/975077943490891777,2018-03-17 18:34:32,1,0,0,,-1,sadglitterzzz,The Walking Dead,at least better than the walking dead aka 7 episodes just for them to talk across a forest or finish a conversation pic.twitter.com/XP7kMEbOj0
32,1533,That one guy,975077905649864704,/yerocnodnarb/status/975077905649864704,2018-03-17 18:34:23,0,0,0,#twd #HockeyIsForEveryonepic.twitter.com/TctoYFzLFf,2,yerocnodnarb,The Walking Dead,"@GeekyJerseys Please make a Walking Dead themed jersey. Preferably with ""Lucille"" in the main crest/logo. Btw, my wife is pissed that I  already own 4 jerseys from you all...so let's make it 5.  #twd #HockeyIsForEveryonepic.twitter.com/TctoYFzLFf"
33,1534,JamieAlexanderN,975077865694769152,/JamieAKNasmith/status/975077865694769152,2018-03-17 18:34:13,0,0,0,,1,JamieAKNasmith,The Walking Dead,@danaygarcia1 good luck with Fear The Walking Dead season 4. Have a lovely St Patrick's day! 
34,1535,Bay-Bay,975077733087657984,/BayBay_Artis/status/975077733087657984,2018-03-17 18:33:42,0,0,0,,0,BayBay_Artis,The Walking Dead,ay it was so sad what happened here  how it is the walking dead and all but yeah the entire population that I stole was born somewhere else
35,1536,Rwits,975077695393554432,/Rwits1/status/975077695393554432,2018-03-17 18:33:33,0,0,0,,2,Rwits1,The Walking Dead,"Telltale games are cool, should try The Walking Dead,The Wolf Among Us,Tales from the Borderlands or Life is Strange. All great games!"
36,1537,Book Your Reading,975077659855093760,/reading_your/status/975077659855093760,2018-03-17 18:33:24,0,0,0,,2,reading_your,The Walking Dead,"list book online new all book free | the walking dead, vol.19 (2016)
http://goo.gl/ztEpoR "
37,1538,Nicole Underwood,975077328756895744,/Wifemom05Nicole/status/975077328756895744,2018-03-17 18:32:05,0,0,0,,2,Wifemom05Nicole,The Walking Dead,$60 is a lot to pay on a fixed income with 5 kids. How did you come up with the price? I really want to sign up but geez lower the price or something
38,1539,Martin Ludwig,975077265045360641,/ww2custombrick/status/975077265045360641,2018-03-17 18:31:50,0,0,0,,0,ww2custombrick,The Walking Dead,I am not making Rick Grimes mistake when meeting Negan in the LEGO Walking Dead version ..... https://fb.me/CKTJa5eZ 
39,1540,Martin Ludwig,975077254718992385,/ww2custombrick/status/975077254718992385,2018-03-17 18:31:48,0,0,0,,2,ww2custombrick,The Walking Dead,I am not making Rick Grimes mistake when meeting Negan in the LEGO Walking Dead version ..... https://www.topbuzz.com/@ww2custombrickmodels/i-am-not-making-rick-grimes-mistake-when-meeting-negan-in-the-lego-walking-dead-version--CQLANRpGrVo …
40,1541,Dramatical Dawg,975077228563197952,/Almightydame_/status/975077228563197952,2018-03-17 18:31:42,0,0,0,,1,Almightydame_,The Walking Dead,I liked a @YouTube video http://youtu.be/CzP5Jc_042w?a  The Walking Dead - The journey so far (VOSTFR)
41,1542,Emily Combes,975077183680122880,/combes_emily/status/975077183680122880,2018-03-17 18:31:31,0,0,0,,0,combes_emily,The Walking Dead,@AMCTalkingDead why does it never rain in the walking dead?
42,1543,𝑨𝒆𝒓𝒚𝒏,975077095717076992,/DauntlessTwin/status/975077095717076992,2018-03-17 18:31:10,1,0,0,,0,DauntlessTwin,The Walking Dead,"|•| Yeah, it’s very disappointing. That’s why I’m doing The Walking Dead Crossovers. Because there is literally no one around to RP with. I mean there are some OC’s but besides your accounts I haven’t seen any other cannon characters."
43,1544,jamiehitch,975077028125925376,/jboyhitch/status/975077028125925376,2018-03-17 18:30:54,0,0,0,,-1,jboyhitch,The Walking Dead,I’m sorry but this show is a shell of The Walking Dead in terms of how enjoyable it is. That’s my personal opinion and that’s all.
44,1545,Adam Downs,975076847556939784,/AdamDow65078799/status/975076847556939784,2018-03-17 18:30:11,0,0,0,,1,AdamDow65078799,The Walking Dead,Going to get a case of The Walking Dead season 4 trading cards can't wait
45,1546,Blondie,975076712399618048,/omgeeitschels/status/975076712399618048,2018-03-17 18:29:38,0,0,0,,1,omgeeitschels,The Walking Dead,//finally catching up on The Walking Dead and I’m ready to sob
46,1547,Brittany Pharr,975076693307084800,/califorbritt/status/975076693307084800,2018-03-17 18:29:34,0,0,1,,1,califorbritt,The Walking Dead,AMAZING !!! 
47,1548,Téa,975076627666341888,/GreeneTea42/status/975076627666341888,2018-03-17 18:29:18,0,0,0,,2,GreeneTea42,The Walking Dead,That's really beautiful.
48,1549,Dr. Henry Jekyll,975076538440978439,/AmicabIeSavage/status/975076538440978439,2018-03-17 18:28:57,1,0,0,,0,AmicabIeSavage,The Walking Dead,"|| I'm an avid comic book reader, so I may read the Walking Dead comics first, as I've heard good things about them. I also wouldn't want to watch the show first, and spoil the books.||"
49,1550,Skeeyee,975076355506360320,/TinoWDF/status/975076355506360320,2018-03-17 18:28:13,0,0,0,,2,TinoWDF,The Walking Dead,yo when i laugh i be sounding like the walking dead Lmfao
50,1551,Debbie-Walking Dead,975076278985510916,/_WalkingDead_/status/975076278985510916,2018-03-17 18:27:55,0,0,1,,0,_WalkingDead_,The Walking Dead,Fear the Walking Dead: Nick and Ofelia have it out in deleted scene http://thericktatorship.com/fear-the-walking-dead-nick-and-ofelia-have-it-out-in-deleted-scene/ …
51,1552,Appman,975076095543463941,/app4share/status/975076095543463941,2018-03-17 18:27:11,0,0,0,,2,app4share,The Walking Dead,The walking zombie: Dead city MOD APK v2.35 (Unlimited Money) - https://app4share.com/the-walking-zombie-dead-city-mod-apk-v2-35-unlimited-money/ …
52,1553,gray,975076027042066433,/headassriggs/status/975076027042066433,2018-03-17 18:26:55,0,0,1,,0,headassriggs,The Walking Dead,Favorite walking dead episode? — the ones where carl is alive https://curiouscat.me/chandIerriggs/post/358545793?1521311219 …
53,1554,Jake,975075814789255168,/jakecromwell1/status/975075814789255168,2018-03-17 18:26:04,0,0,0,,2,jakecromwell1,The Walking Dead,So just type that then it will show up after i tweet it
54,1555,"love, nialy.",975075794010673154,/nialyy/status/975075794010673154,2018-03-17 18:25:59,0,0,0,,2,nialyy,The Walking Dead,Parece the walking dead jwjqu https://twitter.com/cmilaprfect/status/975071233430745088 …
55,1556,Ｌａｔｉｆａ✧₊⁎ AU,975075754202480641,/ko_latifashr/status/975075754202480641,2018-03-17 18:25:50,0,0,0,,2,ko_latifashr,The Walking Dead,"~le han dado ganas de cantar, así que…~

Tonight I'm yours!
I'm your dead girl walking
Get on all fours
Kiss this dead girl walking
Let's go, you know the drill
I'm hot, and pissed and on the pill
Bow down to the will of a dead girl walking"
56,1557,Debbie-Walking Dead,975075742823444480,/_WalkingDead_/status/975075742823444480,2018-03-17 18:25:47,0,0,0,,2,_WalkingDead_,The Walking Dead,Fear the Walking Dead: ‘After the Fall’ Season 4 Teaser http://www.youtube.com/watch?v=IMNiJ8mO5vw&feature=em-uploademail …http://thericktatorship.com/fear-the-walking-dead-after-the-fall-season-4-teaser/ …
57,1558,Jake,975075608031125506,/jakecromwell1/status/975075608031125506,2018-03-17 18:25:15,0,0,0,,2,jakecromwell1,The Walking Dead,Thank u
58,1559,Stoned Wino,975075575558803456,/StonedWino/status/975075575558803456,2018-03-17 18:25:07,0,0,0,#wannabe #TinPotDictator #treason,2,StonedWino,The Walking Dead,"Trump #wannabe #TinPotDictator has drastically accelerated the demise of the GOP, with their own aiding & abetting. The Republican party is dead man walking... #treason"
59,1560,Chris Swifty,975075560203411457,/SoNutz86/status/975075560203411457,2018-03-17 18:25:04,0,0,0,,0,SoNutz86,The Walking Dead,The reveal is that Carl faked his death to become a Pro at PUBG https://youtu.be/uK8ezSxDiOg 
60,1561,Greg Kirkpatrick,975075543346503682,/kirkpatrick1004/status/975075543346503682,2018-03-17 18:25:00,1,0,0,,2,kirkpatrick1004,The Walking Dead,"Larger compensation for creating successful characters for the big two would have a lot of those top talent guys sticking around and not fleeing to image.  Walking Dead is an anamoly regarding high sales from a non big two book, image of the exact same stories had a Marvel logo."
61,1562,MinatoBoladao,975075359958773761,/lucastizon12/status/975075359958773761,2018-03-17 18:24:16,0,0,0,,2,lucastizon12,The Walking Dead,Gostei de um vídeo @YouTube http://youtu.be/Pm_15bBVVxk?aYouTubers … react to Mariana's death | The Walking Dead: The New Frontier (Season
62,1563,Kevin,975075327776092160,/TheTWDUniverse/status/975075327776092160,2018-03-17 18:24:08,0,0,0,,2,TheTWDUniverse,The Walking Dead,The Walking Dead Season 8 Finale to be Shown in Theaters! Survival Sunday! https://youtu.be/fj7Bq1-Syh8  via @YouTube
63,1564,Diana Lloyd,975075260210008064,/DianaLloydBooks/status/975075260210008064,2018-03-17 18:23:52,0,0,0,,-1,DianaLloydBooks,The Walking Dead,"Series I once loved but had to bail on:
Lost
Once Upon a Time
Under the Dome
Fringe
Grimm

Pending...this season of Walking Dead https://twitter.com/bimadew/status/974771138462212096 …"
64,1565,anna jullia,975075238164795393,/beaisqueen/status/975075238164795393,2018-03-17 18:23:47,0,1,3,,2,beaisqueen,The Walking Dead,the walking dead ta perdendo os camilizers  pic.twitter.com/2ZznTjF2dR
65,1566,Guilherme,975075216769667073,/GuuilhermeC1/status/975075216769667073,2018-03-17 18:23:42,0,0,0,#TWD #tvtime,0,GuuilhermeC1,The Walking Dead,I've just watched episode S03E11 of The Walking Dead! #TWD #tvtime https://tvtime.com/r/lySb pic.twitter.com/DLwWHZH3C0
66,1567,nicole rhee,975075064734470144,/debnamgrimes/status/975075064734470144,2018-03-17 18:23:06,0,0,2,,-1,debnamgrimes,The Walking Dead,@TheWalkingDead hey wanna fight since u guys are negan apologists https://twitter.com/debnamgrimes/status/975044224902139905 …
67,1568,Maria,975075041330200577,/mraya123/status/975075041330200577,2018-03-17 18:23:00,0,0,0,#AMC #GraphicTee,2,mraya123,The Walking Dead,Check out NWT The Walking Dead Zombie Skull Long Sleeve Shirt Size XL #AMC #GraphicTee http://www.ebay.com/itm/-/183132562725?roken=cUgayN&soutkn=KldpI3 … via @eBay
68,1569,etdp,975075021952401408,/etdragonpunch/status/975075021952401408,2018-03-17 18:22:55,0,0,0,,0,etdragonpunch,The Walking Dead,The Walking Dead airs after lights off at the home he's in
69,1570,William,975074814116450305,/williammendonca/status/975074814116450305,2018-03-17 18:22:06,0,0,0,#TWD #tvtime,0,williammendonca,The Walking Dead,Acabei de assistir: S08E07 of The Walking Dead! #TWD #tvtime https://tvtime.com/r/lyRd pic.twitter.com/HAAG3mLk8f
70,1571,Johnny Fontane,975074651050332160,/JohnnyFontane1/status/975074651050332160,2018-03-17 18:21:27,0,0,0,,1,JohnnyFontane1,The Walking Dead,But the guy from Walking Dead is in it so it must be cool.
71,1572,WhoopsBox,975074591994466304,/WhoopsBox/status/975074591994466304,2018-03-17 18:21:13,0,0,0,#walkingedeadhttp://crwd.fr/2pjC663,1,WhoopsBox,The Walking Dead,AMC Announces Survival Sunday: The Walking Dead & Fear the Walking Dead Fan Event #walkingedeadhttp://crwd.fr/2pjC663 
72,1573,QQ Bokep,975074566551715840,/larasati116/status/975074566551715840,2018-03-17 18:21:07,0,0,0,,2,larasati116,The Walking Dead,The Walking Dead : No Man's Land apk + obb http://22.lihat.stream/QLPkpT pic.twitter.com/WlPI5Pdof9
73,1574,Bokep QQ,975074566308376576,/mala710/status/975074566308376576,2018-03-17 18:21:07,0,0,0,,2,mala710,The Walking Dead,The Walking Dead : No Man's Land apk + obb http://23.lihat.stream/QLPkpl pic.twitter.com/0Fypkoqgxi
74,1575,Eric Adams-Sellier,975074455377645568,/TheEricAdams/status/975074455377645568,2018-03-17 18:20:40,0,0,0,#tvtime,0,TheEricAdams,The Walking Dead,I've just watched episode S08E10 of The Walking Dead! #tvtime https://tvtime.com/r/lyQt pic.twitter.com/2HZTaBGrX9
75,1576,agatka,975074295973076994,/shirtlessbrxxks/status/975074295973076994,2018-03-17 18:20:02,0,0,0,#TWD #tvtimehttps://tvtime.com/r/lyQd,0,shirtlessbrxxks,The Walking Dead,I've just watched episode S08E11 of The Walking Dead! #TWD #tvtimehttps://tvtime.com/r/lyQd 
76,1577,J,975074183205048325,/crzcorgi/status/975074183205048325,2018-03-17 18:19:35,0,0,0,#negan,1,crzcorgi,The Walking Dead,"@JDMorgan , I want this as my next photo op, I’ll wear the chains, but I’ll skip the gore.  #negan @WalkingDead_AMCpic.twitter.com/YemvOSkmYD"
77,1578,KushHangover,975074181275529216,/KushHangoverMD/status/975074181275529216,2018-03-17 18:19:35,0,0,0,,2,KushHangoverMD,The Walking Dead,Comey seems to have forgotten that the Marines have eyes on him right now...he literally is a dead man walking
78,1579,Dale TG,975074071292596225,/Dale_TG04/status/975074071292596225,2018-03-17 18:19:09,0,0,0,,-1,Dale_TG04,The Walking Dead,"I was dissapointed with everyone's reaction, they barely even spent time on it"
79,1580,Janice Oeffner,975074066578190336,/JOeffner/status/975074066578190336,2018-03-17 18:19:08,0,0,0,,1,JOeffner,The Walking Dead,"@TheWalkingDead In celebration of St. Patrick’s Day, I watched Norman Reedus in The Boondock Saints. One of my favorite shows!"
80,1581,Pauline Andrès,975073804220272640,/DarkestDarlin/status/975073804220272640,2018-03-17 18:18:05,0,0,0,,1,DarkestDarlin,The Walking Dead,I like Southern thangs best. Including the Walking Dead.
81,1582,Shuri 💋,975073758179454977,/GoddessBianca/status/975073758179454977,2018-03-17 18:17:54,0,0,0,,-1,GoddessBianca,The Walking Dead,When is the walking dead gonna end
82,1583,Libardo Casas,975073734213193728,/TheRealLibardo/status/975073734213193728,2018-03-17 18:17:48,0,0,0,,0,TheRealLibardo,The Walking Dead,"I cannot stand that receding hairline, but his lack of loyalty is within the rules of the zombie world."
83,1584,Chad Schimke,975073609810096129,/ChadSchimke/status/975073609810096129,2018-03-17 18:17:19,0,0,0,#amblogging #TWD,2,ChadSchimke,The Walking Dead,#amblogging #TWD The Walking Dead 11-15 circa 2003 http://chadschimke.blogspot.com/2015/12/the-walking-dead-11-15-circa-2003.html?spref=tw …
84,1585,Paul Tassi,975073396508766208,/PaulTassi/status/975073396508766208,2018-03-17 18:16:28,3,0,3,,2,PaulTassi,The Walking Dead,"*writes one thing about The 100*

*my entire timeline is this*

not that I disagree, Clarke and Lexa rocked, though now @DebnamCarey is killing it on Fear the Walking Dead https://twitter.com/Tell_Darzul/status/975066332109656065 …"
85,1586,Carlos J.Molina Soto  🤘 ⚽ 🏀,975073261880070145,/CarlosJMS82/status/975073261880070145,2018-03-17 18:15:56,0,0,0,,2,CarlosJMS82,The Walking Dead,"The walking dead existe! 
https://twitter.com/i/moments/975043412020916227 …"
86,1587,A.A,975073141780344832,/crankysolicitor/status/975073141780344832,2018-03-17 18:15:27,0,0,0,,2,crankysolicitor,The Walking Dead,Agents of Shield for Aos and The walking dead for twd https://twitter.com/crankysolicitor/status/975073020409798656 …
87,1588,cool shirts,975073010016309248,/cooltshirtmaker/status/975073010016309248,2018-03-17 18:14:56,0,0,0,,2,cooltshirtmaker,The Walking Dead,the hunger games  x  the walking dead ... with the autobot logo
88,1589,Liam Hawkes,975072936028712960,/LiamHawkes798/status/975072936028712960,2018-03-17 18:14:38,1,0,0,,2,LiamHawkes798,The Walking Dead,"Telltale's The Walking Dead games are incredibly good at hitting the feels right where it hurts. 3 Seasons plus a 4th coming soon, with the Michonne spin off and 400 days DLC too 1/2"
89,1590,rakibz  ⛩,975072916244221952,/rakyKRZT/status/975072916244221952,2018-03-17 18:14:33,0,0,1,,2,rakyKRZT,The Walking Dead,We ended up walking 6 km on the beach and my feet got so burned...I’m dead tired and I want to go home to my Yuchi  pic.twitter.com/QrmXhqpmwd
90,1591,Willing Heart Images,975072844479651840,/WHimages/status/975072844479651840,2018-03-17 18:14:16,0,0,1,,2,WHimages,The Walking Dead,"A cult leader gets their power from their followers
Although trump is a dead-man-walking...
His followers will never turn their back's on him
What's scary to me is...they have most of the guns..."
91,1592,Martina,975072841296211971,/MarthaSFossarel/status/975072841296211971,2018-03-17 18:14:15,0,0,0,,2,MarthaSFossarel,The Walking Dead,'The Walking Dead' !!
92,1593,PyPKjE,975072769284169729,/pypkje/status/975072769284169729,2018-03-17 18:13:58,0,0,0,,2,pypkje,The Walking Dead,‘The Walking Dead’ Launching Location-Based AR Game http://virtualrealitygrid.org/the-walking-dead-launching-location-based-ar-game/ …pic.twitter.com/n4ag67AW51
93,1594,Unicorns 4 Everyone,975072499036717057,/Carib_Dawn/status/975072499036717057,2018-03-17 18:12:54,0,0,0,#honor #TheWalkingDead,2,Carib_Dawn,The Walking Dead,"@WalkingDead_AMC Catching up with missed episodes. Carl just gave his Dad’s hat to Judith. For the record, I am NOT sobbing on the sofa. Allergies, I tell you. Allergies. Damn you Georgia in the spring! @chandlerriggs #honor #TheWalkingDead"
94,1595,SAR,975072428601651200,/suItrys/status/975072428601651200,2018-03-17 18:12:37,0,0,0,,1,suItrys,The Walking Dead,i should be working out but i’ll just continue the walking dead season 2 cause i’m a lazy prick
95,1596,GIS GEEK,975072379469750274,/gisgeek2018/status/975072379469750274,2018-03-17 18:12:25,0,0,0,,1,gisgeek2018,The Walking Dead,This is so life like...i thgt this was a picture when I saw it
96,1597,Ki,975072221323513857,/keiaramariee/status/975072221323513857,2018-03-17 18:11:48,0,0,0,,-1,keiaramariee,The Walking Dead,I started binge watching the walking dead from season 1 in like January & I loved it up until the nigga Negan got introduced then I got bored with it
97,1598,JOHN ROMA,975072043451416577,/Bionicjr99/status/975072043451416577,2018-03-17 18:11:05,0,0,0,,2,Bionicjr99,The Walking Dead,"The Walking Dead Construction Set - Prison Tower & Gate, bigbadtoystore - DealsPlus - https://goo.gl/5riLcv  via @DealsPlus"
98,1599,COM1CBOOKS,975071956058984449,/COM1CBOOKS/status/975071956058984449,2018-03-17 18:10:44,0,0,1,#62 #comicbooks #thewalkingdeadpic.twitter.com/TErghpeHES,2,COM1CBOOKS,The Walking Dead,WALKING DEAD #62 63 64 65 66 FEAR THE HUNTERS SET KIRKMAN AMC HIGH GRADE on eBay: https://goo.gl/Lx4ieV  #comicbooks #thewalkingdeadpic.twitter.com/TErghpeHES
99,1600,Killer,975071863423557634,/Marianaphft_/status/975071863423557634,2018-03-17 18:10:22,0,0,0,,2,Marianaphft_,The Walking Dead,you fear the walking dead because you are already a dead soul
100,1601,RelaxedMrBaker  🔜 🔝,975071774684655616,/relaxedbaker/status/975071774684655616,2018-03-17 18:10:01,0,0,0,,0,relaxedbaker,The Walking Dead,Back to watching the walking dead. Lets get s3 finished either tonight or tomorrow
101,1602,fabi,975071590206582784,/zarmiIa/status/975071590206582784,2018-03-17 18:09:17,0,0,0,,2,zarmiIa,The Walking Dead,the walking dead https://twitter.com/thotmija/status/975070732446326788 …
102,1603,If I Get My Way  😍,975071560947167234,/hcppyeverafter/status/975071560947167234,2018-03-17 18:09:10,0,0,0,,2,hcppyeverafter,The Walking Dead,WYD if you don't pick this angel pic.twitter.com/I0oe5t69Za
103,1604,Dangrdafne,975071541166669824,/Dangrdafne/status/975071541166669824,2018-03-17 18:09:06,0,0,0,,2,Dangrdafne,The Walking Dead,"We So Nerdy:  PREVIEW: ‘The Walking Dead’ Season Eight, Episode Twelve “The Key” http://dlvr.it/QLPgth pic.twitter.com/xwVKCdt6Ah"
