,tweet_id,tweet_class,text,query
75,975074295973076994,0,ive just watched episode s08e11 of <SHOW_NAME>  twd tvtime <URL>,The Walking Dead
76,975074183205048325,1,<HANDLE>  i want this as my next photo op i’ll wear the chains but i’ll skip the gore negan <HANDLE>,The Walking Dead
77,975074181275529216,2,comey seems to have forgotten that the marines have eyes on him right now he literally is a dead man walking,The Walking Dead
78,975074071292596225,-1,i was dissapointed with everyones reaction they barely even spent time on it,The Walking Dead
79,975074066578190336,1,<HANDLE> in celebration of st patrick’s day i watched norman reedus in the boondock saints one of my favorite shows,The Walking Dead
80,975073804220272640,1,i like southern thangs best including <SHOW_NAME> ,The Walking Dead
81,975073758179454977,-1,when is <SHOW_NAME> gonna end,The Walking Dead
82,975073734213193728,0,i cannot stand that receding hairline but his lack of loyalty is within the rules of the zombie world,The Walking Dead
83,975073609810096129,2,amblogging twd <SHOW_NAME> 1115 circa 2003 <URL> …,The Walking Dead
84,975073396508766208,2,*writes one thing about the 100* *my entire timeline is this* not that i disagree clarke and lexa rocked though now <HANDLE> is killing it on fear <SHOW_NAME> <URL> …,The Walking Dead
85,975073261880070145,2,<SHOW_NAME> existe <URL> …,The Walking Dead
86,975073141780344832,2,agents of shield for aos and <SHOW_NAME> for twd <URL> …,The Walking Dead
87,975073010016309248,2,the hunger games x <SHOW_NAME> with the autobot logo,The Walking Dead
88,975072936028712960,2,telltales <SHOW_NAME> games are incredibly good at hitting the feels right where it hurts 3 seasons plus a 4th coming soon with the michonne spin off and 400 days dlc too 1/2,The Walking Dead
89,975072916244221952,2,we ended up walking 6 km on the beach and my feet got so burned i’m dead tired and i want to go home to my yuchi pic.twitter.com/qrmxhqpmwd,The Walking Dead
90,975072844479651840,2,a cult leader gets their power from their followers although trump is a deadmanwalking his followers will never turn their backs on him whats scary to me is they have most of the guns,The Walking Dead
91,975072841296211971,2,<SHOW_NAME>  ,The Walking Dead
92,975072769284169729,2,‘ <SHOW_NAME> ’ launching locationbased ar game <URL> …pic.twitter.com/n4ag67aw51,The Walking Dead
93,975072499036717057,2,<HANDLE> catching up with missed episodes carl just gave his dad’s hat to judith for the record i am not sobbing on the sofa allergies i tell you allergies damn you georgia in the spring <HANDLE> honor # <SHOW_NAME>,The Walking Dead
94,975072428601651200,1,i should be working out but i’ll just continue <SHOW_NAME> season 2 cause i’m a lazy prick,The Walking Dead
95,975072379469750274,1,this is so life like i thgt this was a picture when i saw it,The Walking Dead
96,975072221323513857,-1,i started binge watching <SHOW_NAME> from season 1 in like january & i loved it up until the nigga negan got introduced then i got bored with it,The Walking Dead
97,975072043451416577,2,<SHOW_NAME> construction set  prison tower & gate bigbadtoystore  dealsplus  <URL> via <HANDLE>,The Walking Dead
98,975071956058984449,2,walking dead 62 63 64 65 66 fear the hunters set kirkman amc high grade on ebay <URL> comicbooks # <SHOW_NAME> pic.twitter.com/terghpehes,The Walking Dead
99,975071863423557634,2,you fear <SHOW_NAME> because you are already a dead soul,The Walking Dead
100,975071774684655616,0,back to watching <SHOW_NAME>  lets get s3 finished either tonight or tomorrow,The Walking Dead
101,975071590206582784,2,<SHOW_NAME> <URL> …,The Walking Dead
102,975071560947167234,2,wyd if you dont pick this angel pic.twitter.com/i0oe5t69za,The Walking Dead
103,975071541166669824,2,we so nerdy preview ‘ <SHOW_NAME> ’ season eight episode twelve “the key” <URL> pic.twitter.com/xwvkcdt6ah,The Walking Dead
104,975071218096377857,1,it’s pretty good i prefer it to walking dead it’s by the same studio who makes the sharknado movies so it kind of follows that pattern to start with but it actually has a theme and story arcs flowing through it that really come into play by 23 seasons plus it makes jokes pic.twitter.com/vmfwaffukz,The Walking Dead
105,975071186966208512,0,dont let your members trudge along on a treadmill like extras on “ <SHOW_NAME> ” <URL>,The Walking Dead
106,975070973249671173,1,londoncapsule sneak peek of <SHOW_NAME> s08e12 <URL>,The Walking Dead
107,975070953561567232,2,check out <SHOW_NAME> collection on our website <URL> … please click share,The Walking Dead
108,975070910477582336,0,<SHOW_NAME> /fear <SHOW_NAME> <URL> … fathomevents via <HANDLE>,The Walking Dead
109,975070907705147392,2,i liked a <HANDLE> video <URL> well that was easy | the escapists <SHOW_NAME> 2,The Walking Dead
110,975070793746010112,2,marquei como visto <SHOW_NAME>  8x11  dead or alive or <URL> bancodeseries,The Walking Dead
111,975070754290073600,1,<SHOW_NAME> every sunday night oddprenupdemands,The Walking Dead
112,975070749307305984,2,work was dead all day then i stepped out into what looked like a drunker greener version of <SHOW_NAME>  and the love both van drove past my paddys day is off to a great start,The Walking Dead
113,975070673834991616,2,i liked a <HANDLE> video <URL> starved for help | <SHOW_NAME>  season 1 | 3,The Walking Dead
114,975070669158473728,2,<SHOW_NAME>  october 31 2010 pic.twitter.com/3vlfezpsua,The Walking Dead
115,975070643065561088,1,i liked a <HANDLE> video <URL> fear <SHOW_NAME> s4 trailer  reaction and afterthoughts,The Walking Dead
116,975070401377292289,-1,fat people in theme parks are the real walking dead,The Walking Dead
117,975070344875671552,2,i saw this too fast and thought it said trevor was taking over the instagram account lol,The Walking Dead
118,975070293239713792,2,it’ll be like the night of <SHOW_NAME>,The Walking Dead
119,975070075546996736,1,daryl dixon  <SHOW_NAME>  pic.twitter.com/8hw0j8y20k,The Walking Dead
120,975070066378080256,2,i liked a <HANDLE> video <URL> i wasnt ready for all this | <SHOW_NAME>  season 1 | 4,The Walking Dead
121,975069906227089408,0,ive just watched episode s08e11 of <SHOW_NAME>  tvtime <URL> pic.twitter.com/izepgu9ubw,The Walking Dead
122,975069865211056128,2,if you stan  thomas brodiesangster  dylan obrien  kaya scodelario  maze runner  harry potter  fantastic beasts  tina goldstein  lauren cohan katelyn nacon  <SHOW_NAME>  stranger things  it 2017  jack dylan grazer and write who you stan from here,The Walking Dead
123,975069675125116930,1,put it this way ill be comfort eating mars bars drinking brandy and cheering myself by watching the walking dead tonight losttwonil,The Walking Dead
124,975069368932556805,0,<SHOW_NAME>,The Walking Dead
125,975069335428521984,1,|| seeing <HANDLE> on my timeline really makes me want to watch <SHOW_NAME> ||,The Walking Dead
126,975069321448820736,2,portachiave <SHOW_NAME>  dog tag logo <URL> …pic.twitter.com/7epvfcgywk,The Walking Dead
127,975069298333921281,2,rosenstein is a dead man walking the mueller investigation is going to be ended soon,The Walking Dead
128,975069297411313669,2,eu amo <SHOW_NAME>,The Walking Dead
129,975069293472722944,2,<SHOW_NAME>  michonne 11  maan diese jumpscarekinder <URL> via <HANDLE>,The Walking Dead
130,975069259285041153,2,oh yea if you havent noticed <HANDLE> <HANDLE> <HANDLE> <HANDLE> & <HANDLE> are now live and available to all fubo premier subscribers new episode of <HANDLE> tomorrow night at 9/8c pic.twitter.com/voowix2whc,The Walking Dead
131,975069196936794112,-1,i cannot stress enough how much i hate <SHOW_NAME> now,The Walking Dead
132,975068798079422469,2,and by dead do you mean <HANDLE> <HANDLE> or neworleans federal <HANDLE>,The Walking Dead
133,975068622270865409,0,i liked a <HANDLE> video <URL> why people stopped watching <SHOW_NAME>,The Walking Dead
134,975068578369196033,2,me never watched walking dead but played the game duck,The Walking Dead
135,975068505623154690,2,<SHOW_NAME> one too just bc its extra comfey,The Walking Dead
136,975068445283946499,0,is <SHOW_NAME> any good,The Walking Dead
137,975068337121132545,-1,<SHOW_NAME> has got so boring,The Walking Dead
138,975068322839613446,2,the catalan attacking formation seems to be ‘bunch of blokes walking through the park between pubs on a sunday afternoon’ all the urgency of a dead fish slcatwar,The Walking Dead
139,975068221761114116,2,no respeto a nadie que guste de <SHOW_NAME> ,The Walking Dead
140,975068160159354881,-1,carl when he finds out he how many views <SHOW_NAME> went down since he died pic.twitter.com/51gy3fyjks,The Walking Dead
141,975068021978009601,2,the libtards are like <SHOW_NAME> — nothing but mush between their ears but annoy with relentless activity nonetheless,The Walking Dead
142,975067831745249280,0,fuck you for being the source of my trust issues,The Walking Dead
143,975067806331912192,-1,holy shit please woman this isnt a casting for <SHOW_NAME> for christ sake,The Walking Dead
144,975067790204985344,-1,is it me or is <SHOW_NAME> been really boring ever since carl died pic.twitter.com/ty3xkrpmgu,The Walking Dead
145,975067762103062528,0,<SHOW_NAME>  creator hates the idea of explaining the outbreak <URL>,The Walking Dead
146,975067640363446272,2,actually it was from <SHOW_NAME> set at universal studios but its ok if it makes you feel better by calling me makes and throwing insults i wouldnt expect any less from the communist liberal left,The Walking Dead
147,975067218412261377,-1,i miss the old <HANDLE>,The Walking Dead
148,975067124887678976,2,still cant open this in the uk,The Walking Dead
149,975066992238526465,2,the reckonin’ – quick review – <SHOW_NAME> no man’s land game <URL> …,The Walking Dead
150,975066952208183296,2,<SHOW_NAME> ,The Walking Dead
151,975066874210914305,2,anyone with half a brain can tell the difference already the “walking dead trump supporters “ just don’t give a damn,The Walking Dead
152,975066693121855489,2,check out funko  <SHOW_NAME> mystery minis hershel greene <URL> … <HANDLE>,The Walking Dead
153,975066449814441984,-1,<HANDLE> ive tried to make it work theres been maybe 2 interesting episodes since glenn died watching since the beginning watching last weeks episode rn and just turned it off im done wasting my time so boring and characters have just gotten whiny and annoying,The Walking Dead
154,975066374455390209,-1,for kill kill kill from rick im a hardcore fan but now id like to go back to the farm or even prison just so much hate this year but im hanging in,The Walking Dead
155,975066269337751552,2,also very very valid lmao but parade day is a lil diff up here you start the day w shots at 7am its usually walking dead levels by 3,The Walking Dead
156,975066177226584064,0,<SHOW_NAME> s08e10 twd tvtime <URL>,The Walking Dead
157,975065847281659907,2,no but i believe it is about <SHOW_NAME>  pic.twitter.com/vqezmsaqar,The Walking Dead
158,975065816260665344,2,a lot of people walking on the street are dead inside,The Walking Dead
159,975065775890296832,1,i liked a <HANDLE> video <URL> if i was on <SHOW_NAME>,The Walking Dead
160,975065747847233536,2,i liked a <HANDLE> video <URL> <SHOW_NAME>  season 50,The Walking Dead
161,975065736191209472,2,i liked a <HANDLE> video <URL> fear <SHOW_NAME> s4 trailer  reaction and afterthoughts,The Walking Dead
162,975065683041144832,2,cool,The Walking Dead
163,975065582461706241,0,ive just watched episode s08e10 of <SHOW_NAME>  twd tvtime <URL> pic.twitter.com/nfqg9jl3wj,The Walking Dead
164,975065538111131648,0,so are we just going to pretend like <SHOW_NAME> aint do tdog dirty by not even giving him an actual name he mentioned his real name once when he thought he was about to die & barely giving him any lines between season 2 and when he died trying to save that woman,The Walking Dead
165,975065314391220225,2,‘ <SHOW_NAME> ’ launching locationbased ar game <URL> …pic.twitter.com/qoknqdknl7,The Walking Dead
166,975065186523475968,1,black panther and  <SHOW_NAME>  dominate saturn awards nominations <URL> … via <HANDLE>,The Walking Dead
167,975064938178842624,2,can we just talk about how in dead girl walking when jd says okay okay the first time he sound scared of veronica heathers veronica heathers,The Walking Dead
168,975064913122127876,2,so stoked that im going to be presenting my research on <SHOW_NAME> s anti)fans of colour at this years fan studies network conference  <HANDLE> fsn2018,The Walking Dead
169,975064862605893632,2,<SHOW_NAME> <URL> …,The Walking Dead
170,975064856624877568,0,just seen rick from <HANDLE> tucking into some ribs at the <HANDLE> must have been bittenpic.twitter.com/m9cuvaqg4q,The Walking Dead
171,975064731546505216,2,vient de regarder <SHOW_NAME> s08e11 avec <HANDLE>,The Walking Dead
172,975064730099421185,2,vient de regarder <SHOW_NAME> s08e10 avec <HANDLE>,The Walking Dead
173,975064729893949440,-1,will it be more boring than the other 2 past episodes it seems it is all going downhill,The Walking Dead
174,975064663267446787,2,<SHOW_NAME>  stranger things,The Walking Dead
175,975064646381162497,1,cant wait for the fear to begin,The Walking Dead
176,975064630618804224,1,the fact that our movie theater isn’t screening the season finale of ‘ <SHOW_NAME> ’ & premier of the new season of ‘fear <SHOW_NAME> ’ makes me mad,The Walking Dead
177,975064576273330177,2,<SHOW_NAME>  or at least the bottoms half of his face did || a gif for a visual reference ^^ pic.twitter.com/c1tgkfelcn,The Walking Dead
178,975064526537150464,-1,i liked a <HANDLE> video <URL> why people stopped watching <SHOW_NAME>,The Walking Dead
179,975064462448320512,2,youre walking in the woods theres no one around and your phone is dead out of the corner of your eye you spot him pic.twitter.com/7b8c5hndyq,The Walking Dead
180,975064263256657921,1,loving <HANDLE> marchmaddness tweets marshall marshallmadness,The Walking Dead
181,975063320100208641,2,that is why all dems voted for god to go to hell in 2012 that became their platform to murder christians dems are really just dead people walking christians put on incorruption and immortality dems put on incorruption but keep mortality one represents life the other death <URL> …,The Walking Dead
182,975063105440018432,1,jehovahs witnesses knocking on my door while im catching up on <SHOW_NAME>  nah fam not today *turns volume up,The Walking Dead
183,975062904310415362,1,"i havent watched koombiyo so i didnt judge nor tweeted critics on it if you havent watched koombiyo maybe you should not too maybe it is not a better show than gameofthrones or walkingdead maybe it is,but who you are to judge if you havent seen it in the first place",The Walking Dead
184,975062887696879616,0,carols been isolated from team family so often and for so long its like shes not even apart of the group they rarely give her a second thought twd,The Walking Dead
185,975062786358349824,2,what games do you like to play — oof i don’t play much games i like rpg games like the last of us and <SHOW_NAME>  atm i’m p <URL> …,The Walking Dead
186,975062717743611904,0,never watched <SHOW_NAME> but was lizzie samuels a main character just wondering lol,The Walking Dead
187,975062709938151424,0,watch fear <SHOW_NAME> s4 exclusive new teaser feartwd <HANDLE> <HANDLE> <URL>,The Walking Dead
188,975062708507873281,2,watch fear <SHOW_NAME> s4 exclusive new teaser feartwd <HANDLE> <HANDLE> <URL>,The Walking Dead
189,975062672789172224,1,i’m heartless and even that reunion brought a tear to my eye,The Walking Dead
190,975062605575290880,2,estou assistindo <SHOW_NAME>,The Walking Dead
191,975062561593876480,2,list book online new all book free | <SHOW_NAME> vol 2 2016 <URL>,The Walking Dead
192,975062426612912128,1,<SHOW_NAME> always got me in tears with their sincere moments like carol is a1 she really came thru thats my lady,The Walking Dead
193,975062256118632449,-1,drop everything more of the same im getting tires of this series,The Walking Dead
194,975062255858528258,1,yeah i was sobbing through the whole episode,The Walking Dead
195,975062220915838978,0,im watching <SHOW_NAME> s08e11 dead or alive or  twd tvtime <URL>,The Walking Dead
196,975062212132921344,0,ive just watched episode s08e10 of <SHOW_NAME>  twd tvtime <URL>,The Walking Dead
197,975062070885584898,2,lucille is in the spirit shes all dressed up happy saintpatricksday from the land of <HANDLE> stpattysday atlmovietours twd twdfamily <HANDLE> pic.twitter.com/lzogxnzo9x – at the waking dead cafe,The Walking Dead
198,975062028690870273,2,<URL> share donate,The Walking Dead
199,975061874860548096,2,boy i swear i was <SHOW_NAME> yesterday from the beach till pangea i was tired as shit i slept in the car ,The Walking Dead
200,975061837497724929,1,its amazing season nugan&ric the best,The Walking Dead
201,975061705431556097,1,fans got pretty emotional over the sad reunion in last week’s # <SHOW_NAME>  <URL> pic.twitter.com/vnpex5baad,The Walking Dead
202,975061506801983488,2,<SHOW_NAME> <URL> …,The Walking Dead
203,975061472735711233,1,i liked a <HANDLE> video <URL> film theory <SHOW_NAME> s silent killer,The Walking Dead
204,975061433707909121,0,im watching <SHOW_NAME> dead or alive or <URL> … twd trakt,The Walking Dead
205,975061401751433216,0,only interesting character at the moment is simon still maggie hasnt revealed that she lost the baby and that it was really ricks cant wait to see michonnes reaction,The Walking Dead
206,975061394000400384,2,i started the game <SHOW_NAME>  season two <URL> …,The Walking Dead
207,975061285854482433,2,is there any in the uk,The Walking Dead
208,975061186172588037,2,<HANDLE> <HANDLE> <HANDLE> we are here gonna be loud be proud and in the crowd rat has replaced daryl from walking dead in car and got my green shirt and my beer in a green can im good to go pic.twitter.com/pp5ky4zbvy,The Walking Dead
209,975061042538541056,2,i liked a <HANDLE> video <URL> fixing the train part 14  <SHOW_NAME> ,The Walking Dead
210,975060890339958785,-1,i think i only watch <SHOW_NAME> now because chris hardwick loves it and i dont want to let him down which i know makes no sense but i still love the talking dead also misfits <URL> …,The Walking Dead
211,975060793887789056,2,everyone is hopping on this train to nyc in their green garb with bright eyes smiles and laughter will be a scene out of <SHOW_NAME> on the return happystpatricksday,The Walking Dead
212,975060774178754561,2,j’reprend <SHOW_NAME>,The Walking Dead
213,975060639260475393,2,oo the latest video for <SHOW_NAME>  the ride is out what we thinking excited for the retheme oj <URL> …,The Walking Dead
214,975060555730968576,2,marquei como visto <SHOW_NAME>  8x9  honor <URL> bancodeseries,The Walking Dead
215,975060476810817538,-1,if someone on <SHOW_NAME> doesnt get super powers soon im going to hit cancel on record series,The Walking Dead
216,975060386453032960,2,awful human beings i can’t remember where i read this or who said it but people like these were described as the “walking dead” people with no soul,The Walking Dead
217,975059871946035200,2,wheres his smile what did you do to him its painful watching him walking up to the stage looking so dead my heart cant take this,The Walking Dead
218,975059870155026432,2,fear <SHOW_NAME> season 4 i lost myself promo [hd] lennie james <URL>,The Walking Dead
219,975059741717291008,-1,am i the only one who hates <SHOW_NAME> now but i keep watching bc i did not fucking waste 7 years of my life to stop watching without knowing the end,The Walking Dead
220,975059713967583232,0,<SHOW_NAME> – octava temporada <URL> pic.twitter.com/m6xdgytymk,The Walking Dead
221,975059564751069185,2,i liked a <HANDLE> video <URL> <SHOW_NAME>  season 50,The Walking Dead
222,975059413009616896,0,having to pay for season 7 & 8 of <SHOW_NAME> is breaking my heart,The Walking Dead
223,975059383515217923,2,and ritual primative superstition however the rationalists comment is not one upon symbolic thinking but merely one upon himself acting as a label to define him as one of <SHOW_NAME> ,The Walking Dead
224,975059050051272704,-1,remember when <SHOW_NAME> was actually good,The Walking Dead
225,975058761873346562,2,absolutely ive done my little pony initial d attack on titan final fantasy <SHOW_NAME>  and game of thrones themed dnd campaigns in the words of bob ross its your world,The Walking Dead
226,975058723352793089,2,plus we get to be one of the first to ride <SHOW_NAME> ride,The Walking Dead
227,975058462076936192,2,i liked a <HANDLE> video <URL> film theory how <SHOW_NAME> will end,The Walking Dead
228,975058428430356480,0,a concept a walking dead edit with sign of the times by harry styles,The Walking Dead
229,975058417613180930,0,‘ <SHOW_NAME> is just this is us with zombies’ my youngest *he’s never seen either,The Walking Dead
230,975058416879259648,2,play <SHOW_NAME> games lol,The Walking Dead
231,975058414811443201,0,also rwby is being replaced with skam france today rwby will be up monday alongside <SHOW_NAME>,The Walking Dead
232,975058347211874315,1,i did it super excited just purchased tickets for walker stalker  <SHOW_NAME>  in nashville for may show this is for my daughters 13th birthday showclix.com walkerstalkercon walkerstalkernashville amc <SHOW_NAME> # <SHOW_NAME>,The Walking Dead
233,975058295001149441,2,the state of georgia should invest in sound system so that you hear <SHOW_NAME> music every where you go,The Walking Dead
234,975058028897718279,0,here’s a guess from way out in left field on last week’s “talking dead” chris hardwick made a remark about never having been on twd as an extra or a walker said he didn’t think he could handle all that goes into making a walker for the show hmm,The Walking Dead
235,975058021628956673,1,bon bah je recommence <SHOW_NAME>,The Walking Dead
236,975057948467544064,-1,he made the right choice walking dead has one foot in the grave and the other foots on a banana peel and its slipping,The Walking Dead
237,975057930264473600,-1,*confession* <SHOW_NAME> is starting to get on my nerves,The Walking Dead
238,975057890473009152,2,the white houses and gops embrace of neofascism and white supremacy are symptomatic of the demise of the gop as a mainstream political party  gop a dead party walking,The Walking Dead
239,975057784088682496,2,‘ <SHOW_NAME> ’ launching locationbased ar game <URL> …pic.twitter.com/orsehqslp8,The Walking Dead
